Income Group,Region,1.01 Established business ownership (GEM),1.02 Total early-stage entrepreneurial activity (GEM),1.03 Political and operational stability (GII),1.04 Government effectiveness (GII),1.05 Policies for doing business (GII),1.06 Property Rights (IEF),1.07 Government Integrity (IEF),1.08 Labor Freedom (IEF),1.09 Trade freedom (IEF),1.10 Corruption Perceptions Index (TI),1.11 ICT regulatory environment (NRI),1.12 Regulation of emerging technologies (NRI),1.13 New business density (WB),1.14 Tax administration as a major constraint (WB),1.15 Tax rates as a major constraint (WB),2.01a Graduates in science & engineering (%) (GII),2.01b Researchers/Professionals engaged in R&D per million population (GII),2.01c ICT skills in the education system (NRI),2.02a GERD as a % GDP (UNESCO),2.02b GERD financed by business enterprise (NRI),2.02c GERD performed by business enterprise (NRI),2.02d R&D expenditure by governments and higher education (NRI),2.03a Mobile and internet banking transactions per 1000 adults (IMF),2.03b Robot density (NRI),2.03c Secure Internet servers (NRI),2.03d Fablabs per million population (Fablabs.io),2.04a Computer software spending (NRI),2.04b University-industry research collaborations (GII),"2.04c Trade, Diversification & Market Scale (GII)",2.05aTertiary inbound mobility (GII),2.05b QS university ranking (GII),"2.05c Research talent, % in businesses (GII)",2.05d Scientific and technical articles/bn PPP$ GDP (GII),2.05e. GitHub commit pushes received (GII),3.01a Entrepreneurship perceived capabilities (GEM),3.01b % school grads in tertiary education (GII),3.02a Ease of Access to Entrepreneurial Finance (GEM),3.02b Credit (GII),"3.02c Market capitalization, % GDP (GII)","3.02d Venture capital recipients, deals/bn PPP$ GDP (GII)","3.02e Venture capital received, value, % GDP (GII)",3.03a Bancarization (WB),3.03b Electricity access,3.03c Commercial and proffesional infrastructure (GEM),3.03d Physical infrastructure (GEM),"3.03e Electricity output, GWh/mn pop (GII)",3.03f Access to technology (NRI),"3.04a Balance of trade, % GDP (WB)",3.04b Domestic Market Scale (GII),3.05a Entrepreneurial intentions (GEM),3.05b Fear of failure (GEM),3.05c Entrepreneurship as a Good Career choice (GEM),3.05d High Status to Successful Entrepreneurs (GEM),3.05e Business Freedom (IEF),4.01 Economic Complexity Index (ECI),4.02 State of cluster development and depth (GII),4.03 Attracting and retaining talent (WTR),4.04 Foreign highly skilled personnel (WTR),5.01 Social Progress Index (SPI),5.02 Environmental performance (GII),5.03 Population below international poverty line (SDG 1 - No poverty),5.04 Prevalence of undernourishment (SDG 2 - Zero Hunger),5.05 Proportion of urban population living in slums (SDG 11 - Sustainable Cities and Communities),6.01 GDP per capita (IMF),6.02 Adjusted GDP growth per capita (SDG 8 - Decent Jobs and Economic Growth),6.03 Unemployment rate of population 15 years of age and older (SDG 8 - Decent Jobs and Economic Growth),6.04 Annual growth rate of GDP (WB),6.05 FDI inward flow as % of GDP (UNCTAD),SDG Index Score,International Spillovers Score
Upper middle income,Europe & Central Asia,,,0.6181818182,0.48753713419999994,0.384398222,0.408,0.371,0.5489999999999999,0.758,0.38,0.9353,0.4289,0.5243190166397953,0.34895601954686795,0.09645772485583763,0.1933648,0.20242149999999998,0.2811,0.6700672418576755,0.708,0.18530000000000002,0.3701,0.8720654152889208,0.0559,0.7037,0.5898788273762117,0.41950000000000004,0.4306221,0.819222,0.05235482482,0.22366666670000002,0.7926053149000001,0.23417712349999997,0.03619526229,0.44778465371003784,0.7681068000000001,,0.3491655309074831,0.09486903999999999,0.046779900000000006,0.1538909,0.5873015873015873,1.0,,,0.178557,0.7182,0.5305437018016774,0.6454138,0.5271081964630352,0.43785703014044497,0.47266725352112676,0.5508373545273916,0.4068792859475345,1.2524816038295172,0.4886353,0.04499250124979162,0.19796494056014505,0.43983479684476856,0.263,0.9998600000000001,0.9409000000000001,0.92222,0.5362756709209837,0.5501,0.46906,0.1135349641,0.13070399059220814,0.704095027544351,0.9451981818181819
Low income,Sub-Saharan Africa,,,0.6,0.372761477,0.5658154488,0.47700000000000004,0.243,0.547,0.5539999999999999,0.27,0.8471,0.2263,0.35783087954412235,0.6599289204797867,0.7704635662397963,,,0.24850000000000003,,0.0416,0.0016,0.10300000000000001,,,0.2814,,0.009899999999999999,0.4310069,0.2503397,,0.0,,0.2445295925,0.00667548656,,,,0.0384215513727036,,0.09363830000000001,0.01921078,0.46031746031746035,0.001144055812183284,,,0.0035413299999999997,0.5012,0.2852293723478093,0.023965339999999998,,,,,0.11080875149668,0.58732323356979,0.4327563,,,0.01194374162821841,0.358,0.52603,,0.48889000000000005,0.03328441035280118,0.5668500000000001,0.9046900000000001,0.03536580341,0.2256936514145319,0.5485751492374727,0.9931181818181821
Lower middle income,Europe & Central Asia,,,0.5090909091,0.420423217,0.34095358849999996,,,,,0.32,0.7529,0.3368,0.511496658742088,0.3956019546868058,0.23725005616715333,0.49951650000000003,0.09561835,0.5355,0.28435662244233717,0.3771,0.0723,0.162,,0.0026,0.7261,0.6187443222231231,0.5412,0.415146,0.6362124,0.1060395292,0.203,0.33060095850000004,0.11815843470000001,0.14348905509999998,,,,0.05295295185828061,0.015149649999999999,0.0037669799999999996,0.00561268,0.7460317460317459,1.0,,,0.1554961,0.7323999999999999,0.5084156546430675,0.12947419999999998,,,,,,0.6879840683027679,0.3992796,,,0.6278588083544178,0.496,0.9994500000000001,0.9409000000000001,0.8,0.37217174569435135,0.69132,0.68413,0.034,0.35385734584016704,0.7569398312324929,0.96017
High income,Middle East & North Africa,0.32878915311783774,0.9033333333333334,0.7272727272999999,0.7825101266,0.7882359823,0.654,0.688,0.645,0.78,0.69,0.8,0.8184,0.5837056947773476,,,0.8005884000000001,0.2791172,0.8254,0.7636425069435222,0.9189,0.2079,0.43939999999999996,,,0.5784,0.8104555544617964,0.253,0.6314585,0.62522,1.0,0.3683333333,0.9512828938,0.1356329088,0.051288610959999995,0.5634453033867812,0.3434549,1.556586270871985,0.40844668188856514,0.24465050000000002,0.31628229999999996,0.5873447,0.7777777777777778,1.0,1.1127348643006265,1.0,0.6945874999999999,0.8069,1.1612191630304978,0.1554587,0.6169108669108669,0.12603755720372428,0.6381602112676055,0.6666477434005109,0.7834984216828125,0.05905518946075005,0.6993611,0.5982336277287117,1.0019141648196654,0.5417844917398422,0.524,0.9968300000000001,0.91253,,0.895091995502404,0.64802,0.89039,0.0391629608,0.4152527246059106,0.6883571690009339,0.42269749999999995
High income,Europe & Central Asia,0.5891917023215367,0.3433333333333334,0.7454545455,0.7935222803,0.5932639439999999,0.951,0.8640000000000001,0.622,0.818,0.78,0.9588,0.6631999999999999,1.060883775693556,,,0.5669704999999999,0.5367553,0.6154,,0.6633,0.3286,0.44049999999999995,,0.1655,0.8382,0.6412153957244972,0.5141,0.6142054,0.8808689,0.49831874569999995,0.985,0.5087490621,0.6568588268000001,0.34422109059999995,0.2852666126257932,0.4269459,0.40630797773654903,0.5143130051528835,,0.7813791999999999,0.6603977999999999,1.0,1.0,0.6534446764091861,0.2654424040066778,0.2262089,0.8047,0.5171213919420822,0.7360642,0.09345582732679507,0.059128925359002674,0.5518926056338029,0.7898382060743686,0.8292151953847826,0.742248909295613,0.5941231,0.5015830694884185,0.7178118073745718,0.9245299399712258,0.777,0.9968300000000001,0.9409000000000001,1.0,0.8928047680721827,0.6342099999999999,0.86059,0.07524910374,0.0729700096924835,0.8055010538138333,0.591805
High income,North America,0.7798556767940509,0.6233333333333334,0.7818181818,0.7810970198,0.7859780788,0.9470000000000001,0.7340000000000001,0.763,0.754,0.67,0.9,0.8815999999999999,,,,0.32949249999999997,0.5534631,0.8669,1.0078342575304102,0.8194,0.6825,0.6024,,0.409,0.946,0.7155272476098808,1.0,0.7964078000000001,0.9621125,0.1379074744,0.9890000000000001,0.8830995704,0.2687145674,0.5375155517,0.5521758041875087,0.5800836,0.7402597402597402,0.6976904913702313,0.625214,1.0,1.0,0.9206349206349206,1.0,0.9457202505219211,0.8998330550918198,0.6280682,0.8539,0.4448295421950433,1.0,0.20295206585529169,0.35201199305665143,0.6801936619718311,0.7018450184501844,0.9315336889082397,0.5731817465526976,0.7851583999999999,0.7848691884685886,0.9636308684263549,0.8878181276975742,0.511,0.99394,0.9409000000000001,1.0,0.9987427478648299,0.74619,0.8573999999999999,0.05945484761,0.13401864991810997,0.7455198760504202,0.6443208333333333
High income,Latin America & Caribbean,0.5509526590278101,0.938888888888889,0.8545454545,0.6654266103,0.8188960552000001,0.843,0.773,0.608,0.708,0.73,0.6294,0.65,0.5832775898975958,0.38227454464682353,0.3346064554781696,0.2614171,0.08652995000000001,0.6361,0.4079420457492992,0.056299999999999996,0.0262,0.2763,0.6542048550848876,,0.6033,0.8752752481405098,0.195,0.4274205,0.45423209999999997,,0.21766666669999998,0.00502429078,0.2504902212,0.09948828906,0.655776112615908,0.42267699999999997,0.29499072356215206,0.197069060443478,,0.03453903,0.2380161,0.5873015873015873,1.0,0.7787056367432152,0.8664440734557595,0.18408380000000002,0.7406999999999999,0.6884504783470411,0.016909149999999998,0.5597995194769388,0.1730629635474201,0.5202024647887323,0.21759863752483688,0.850985087623816,0.29408845730377975,0.4563175,,,0.7791710075904151,0.374,1.0,0.9409000000000001,,0.6959671214572838,0.56091,0.6137400000000001,0.04367009316,0.23469509132771768,0.7700333039215687,0.9304609090909092
Lower middle income,East Asia & Pacific,,,0.7636363636,0.5401657908,0.6330930391999999,0.48700000000000004,0.364,0.541,0.794,0.39,0.6548999999999999,0.5263,0.5090294701071133,0.9309195912927588,1.0295813674829628,,0.08532341,0.568,,0.7931,0.10099999999999999,0.109,0.7728935766252432,0.0258,0.6416,0.5081976007889984,0.2509,0.5823940000000001,0.7179651,0.00911062397,0.08133333333,,0.1325528403,0.04546081312,,0.169816,,0.3192280009199118,0.2243443,0.09440232999999999,0.1176186,,1.0,,,0.1198733,0.7901,0.5390486048965499,0.2550217,,,,,0.7051268096222923,0.6447083426177906,0.6514424,,,0.4792751897603811,0.201,0.9893900000000001,0.84161,0.85,0.33664854402553696,0.8192400000000001,0.9309400000000001,0.02561551142,0.4621517974503829,0.7276349285714285,0.9531054545454545
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
